ID,Salary,DOJ,DOL,Original Designation,Designation,Domain,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,DomainScore,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
796593,420000.00,1/1/14 0:00,,software engineer,software engineer,Engineering,Mumbai,m,6/19/92 0:00,69,cbse,2009,65.2,cbse,5807,2,B.Tech/B.E.,information technology,70.3,5807,0,Madhya Pradesh,2013,615,670,620,0.974396113,615,0,0,0,0,0,0,-0.3027,-0.2871,0.7785,1.1601,-1.0524
798860,380000.00,3/1/14 0:00,,system engineer,system engineer,Engineering,Banagalore,m,9/28/91 0:00,73.94,state board,2009,79.16,state board,9361,2,MCA,computer application,86,9361,0,Tamil Nadu,2013,535,460,680,0.974396113,615,0,0,0,0,0,0,0.4155,-0.4536,0.9322,-0.995,-0.4776
872338,305000.00,6/1/14 0:00,6/1/15 0:00,software engineer,software engineer,Engineering,Mumbai,m,6/25/91 0:00,74,icse,2009,78,icse,347,2,B.Tech/B.E.,computer science,72,347,0,Uttar Pradesh,2014,730,620,650,0.974396113,615,0,0,0,0,0,0,-0.3027,1.3779,1.0859,0.0192,0.4805
901224,315000.00,7/1/14 0:00,,associate software engineer,associate software engineer,Engineering,Banagalore,f,7/5/93 0:00,85.76,state board,2010,83.83,state board,316,2,B.Tech/B.E.,computer science,78.15,316,1,Karnataka,2014,520,630,560,0.974396113,615,0,0,0,0,0,0,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234
239925,450000.00,11/1/11 0:00,11/1/14 0:00,senior software engineer,senior software engineer,Engineering,Banagalore,f,8/23/89 0:00,95.86,,2007,87,,1866,2,B.Tech/B.E.,information technology,78.27,1866,1,Karnataka,2011,635,495,525,0.974396113,615,0,0,0,0,0,0,0.6646,0.3448,-1.0697,-2.0529,-0.1295
440689,450000.00,8/1/12 0:00,,java software engineer,software engineer,Engineering,Hyderabad,f,9/11/90 0:00,85.6,state board,2008,89.8,state board,1450,2,B.Tech/B.E.,information technology,75.8,1450,1,Telangana,2012,465,455,455,0.974396113,615,0,0,0,0,0,0,-1.1901,-0.1232,-0.6343,0.0623,-0.8799
1059888,500000.00,8/1/14 0:00,,software engineer,software engineer,Engineering,Chennai,m,6/4/93 0:00,94,state board,2010,89.7,state board,13668,2,B.Tech/B.E.,computer science,94,13668,1,Tamil Nadu,2014,685,615,775,0.974396113,615,0,0,0,0,0,0,0.5591,0.5454,-0.6048,0.5262,0.0973
722839,500000.00,2/1/13 0:00,7/1/15 0:00,software engineer,software engineer,Engineering,NCR,m,5/2/90 0:00,88.6,cbse,2008,86.8,cbse,107,1,B.Tech/B.E.,computer science,76.3,107,0,Haryana,2012,710,570,635,0.979521744,625,0,0,0,0,0,0,0.5591,0.2124,-0.6048,-0.8682,0.0973
385442,820000.00,7/1/14 0:00,3/1/15 0:00,software engineer,software engineer,Engineering,NCR,m,10/28/90 0:00,81.2,cbse,2007,87.6,state board,120,1,M.Tech./M.E.,information technology,88.9,120,0,Karnataka,2014,595,615,794,0.979521744,625,0,0,0,0,0,0,-0.881,-0.0842,-0.4891,-0.0552,-0.2875
416468,350000.00,6/1/12 0:00,10/1/13 0:00,systems analyst,system analyst,Tech,Chennai,m,5/9/89 0:00,79,cbse,2007,74,cbse,35,1,B.Tech/B.E.,information technology,80,35,1,Delhi,2012,535,585,705,0.979521744,625,0,0,0,0,0,0,1.0896,1.2808,-0.1988,-0.4371,0.0284
455759,535000.00,9/1/12 0:00,,system administrator,system administrator,Tech,Pune,m,9/20/90 0:00,77,cbse,2008,70,cbse,272,2,B.Tech/B.E.,computer science,78.39,272,0,Punjab,2012,464,565,674,0.979521744,625,0,0,0,0,0,0,-1.6538,-0.6693,-0.2714,0.0623,-1.7093
591405,605000.00,9/1/13 0:00,,senior software engineer,senior software engineer,Engineering,Hyderabad,m,1/13/92 0:00,78.8,cbse,2009,87,cbse,527,2,B.Tech/B.E.,computer science,77.4,527,0,Haryana,2013,570,630,870,0.979521744,625,0,0,0,0,0,0,0.5591,0.0459,0.1637,0.1459,0.4805
513384,420000.00,10/1/12 0:00,,data analyst,data analyst,Tech,,m,6/7/91 0:00,75,state board,2007,75,state board,893,2,B.Tech/B.E.,computer science,70,893,0,Uttar Pradesh,2011,555,545,635,0.979521744,625,0,0,0,0,0,0,1.2828,1.5928,0.2366,-1.2303,0.6603
536526,150000.00,8/1/13 0:00,9/1/14 0:00,php developer,software engineer,Engineering,,m,8/5/90 0:00,74.67,state board,2007,73.2,state board,9738,2,B.Tech/B.E.,computer science,69.64,9738,0,Uttar Pradesh,2012,605,560,750,0.979521744,625,0,0,0,0,0,0,-1.3447,0.8128,0.2366,-1.1128,0.0679
82915,380000.00,10/1/10 0:00,2/1/14 0:00,software developer,software engineer,Engineering,NCR,m,2/9/88 0:00,82.8,icse,2005,75,icse,2987,2,B.Tech/B.E.,computer science,79,2987,0,Uttar Pradesh,2010,545,665,635,0.979521744,625,0,0,0,0,0,0,0.6646,-0.4353,0.2366,-0.6428,-0.4455
1171217,400000.00,9/1/14 0:00,4/1/15 0:00,software developer,software engineer,Engineering,NCR,m,1/1/91 0:00,79,icse,2009,75,icse,8159,2,B.Tech/B.E.,information technology,67.43,8159,0,Uttar Pradesh,2014,535,510,585,0.979521744,625,0,0,0,0,0,0,-1.308,-0.6201,0.4711,0.1459,-0.6692
263901,380000.00,2/1/12 0:00,8/1/14 0:00,software engineer,software engineer,Engineering,Pune,f,1/16/90 0:00,78,,2007,68,,2513,2,B.Tech/B.E.,computer science,68,2513,0,Rajasthan,2011,365,515,645,0.979521744,625,0,0,0,0,0,0,-0.881,0.5008,0.9623,-0.7603,-0.1295
1187124,300000.00,8/1/14 0:00,,software engineer,software engineer,Engineering,Banagalore,m,10/15/90 0:00,73.4,state board,2008,81,state board,4350,2,MCA,computer application,77.5,4350,1,Karnataka,2014,440,455,450,0.979521744,625,0,0,0,0,0,0,-0.7335,0.2124,-0.4511,-1.1218,-0.6692
655464,390000.00,7/1/13 0:00,,test engineer,test engineer,QA,,m,11/2/90 0:00,81.6,cbse,2009,81.8,cbse,165,2,B.Tech/B.E.,computer science,65.2,165,1,Rajasthan,2013,545,620,885,0.979521744,625,0,0,0,0,0,0,0.99,1.3779,-0.1437,-0.8682,1.247
294762,500000.00,3/1/12 0:00,7/1/14 0:00,senior systems engineer,senior software engineer,Engineering,Hyderabad,m,3/17/90 0:00,91,cbse,2007,97.5,state board,1027,2,B.Tech/B.E.,computer science,78,1027,1,Telangana,2011,675,595,665,0.979521744,625,0,0,0,0,0,0,0.51,0.3448,0.3817,-1.4653,-0.2875
1098849,180000.00,6/1/13 0:00,2/1/14 0:00,software developer,software engineer,Engineering,Surat,m,11/5/91 0:00,75.85,state board,2009,77.2,state board,992,2,B.Tech/B.E.,information technology,80,992,1,Gujarat,2013,525,530,520,0.979521744,625,0,0,0,0,0,0,-0.159,0.8784,1.0859,-0.995,1.0554
34990,500000.00,8/1/10 0:00,,software engineer,software engineer,Engineering,NCR,m,11/16/86 0:00,87.6,cbse,2005,77.2,cbse,285,1,B.Tech/B.E.,computer science,64.5,285,0,Punjab,2010,715,595,625,0.983749967,635,0,0,0,0,0,0,1.1283,0.6568,-0.0537,0.0623,-0.2875
1089747,315000.00,3/1/14 0:00,4/1/15 0:00,project engineer,project engineer,Engineering,Banagalore,m,1/20/88 0:00,62.86,state board,2007,69.04,state board,1744,2,MCA,computer application,76.67,1744,0,Uttar Pradesh,2013,630,580,330,0.983749967,635,0,0,0,0,0,0,0.7027,0.2124,-1.2196,-0.8682,0.6721
601624,225000.00,6/1/13 0:00,4/1/14 0:00,software engineer,software engineer,Engineering,Kolkata,m,5/20/91 0:00,65,state board,2008,67.6,state board,272,2,B.Tech/B.E.,computer science,63.99,272,0,Punjab,2013,465,620,635,0.983749967,635,0,0,0,0,0,0,-2.1698,-2.1186,-1.2196,0.0192,-2.9686
729448,350000.00,12/1/13 0:00,,software engineer,software engineer,Engineering,Banagalore,f,1/29/91 0:00,85.2,cbse,2008,73.2,cbse,485,2,B.Tech/B.E.,computer science,76.36,485,0,Uttar Pradesh,2013,695,500,750,0.983749967,635,0,0,0,0,0,0,0.8463,0.2124,-0.1437,-0.6147,0.8637
214103,470000.00,3/1/13 0:00,,system engineer,system engineer,Engineering,Pune,m,9/28/90 0:00,88,icse,2008,76,icse,44,2,B.Tech/B.E.,computer science,70,44,0,Uttar Pradesh,2012,595,525,605,0.983749967,635,0,0,0,0,0,0,0.0464,0.5008,-0.0537,-0.0552,-0.6035
192948,500000.00,1/1/12 0:00,,system engineer,system engineer,Engineering,NCR,f,4/26/89 0:00,95.4,cbse,2007,93.2,cbse,893,2,B.Tech/B.E.,computer science,79.7,893,0,Uttar Pradesh,2011,585,625,615,0.983749967,635,0,0,0,0,0,0,-0.7264,0.6568,0.0914,-0.2902,0.3444
45579,550000.00,8/1/10 0:00,4/1/15 0:00,automation engineer,automation engineer,Engineering,Chennai,m,11/2/88 0:00,71,state board,2006,71,state board,424,2,B.Tech/B.E.,computer science,77,424,0,Tamil Nadu,2010,555,585,625,0.983749967,635,0,0,0,0,0,0,-0.881,0.3448,0.2366,-0.2902,-1.2354
46343,510000.00,6/1/11 0:00,11/1/14 0:00,senior software developer,senior software engineer,Engineering,Banagalore,m,4/8/89 0:00,71.67,state board,2006,66.6,state board,429,2,B.Tech/B.E.,computer science,75.34,429,0,Uttar Pradesh,2010,325,565,635,0.983749967,635,0,0,0,0,0,0,0.6646,0.3448,0.3817,-0.7603,-0.1295
563023,480000.00,2/1/13 0:00,,software engineer,software engineer,Engineering,NCR,m,8/30/90 0:00,73.67,state board,2008,80,state board,10176,2,B.Tech/B.E.,information technology,80.3,10176,0,Haryana,2012,605,645,810,0.983749967,635,0,0,0,0,0,0,1.7081,1.0449,0.6248,-2.0092,1.6302
649530,350000.00,2/1/14 0:00,,system engineer,system engineer,Engineering,Pune,m,1/25/91 0:00,80.53,state board,2008,80.5,state board,8743,2,B.Tech/B.E.,information technology,58.61,8743,0,Maharashtra,2013,645,795,675,0.983749967,635,0,0,0,0,0,0,-0.4463,1.3779,0.9322,-0.995,0.8637
320536,490000.00,6/1/12 0:00,4/1/15 0:00,programmer,software engineer,Engineering,Chennai,m,8/28/90 0:00,88.16,state board,2008,92.5,state board,5015,2,B.Tech/B.E.,computer science,61.2,5015,0,Andhra Pradesh,2012,495,575,625,0.983749967,635,0,0,0,0,0,0,1.4374,1.9048,0.9623,0.4442,0.5024
119221,400000.00,11/1/10 0:00,1/1/14 0:00,programmer analyst,programmer analyst,Tech,Pune,m,10/20/88 0:00,85.46,state board,2006,82.5,state board,1281,2,B.Tech/B.E.,computer science,62,1281,1,Maharashtra,2010,495,505,625,0.983749967,635,0,0,0,0,0,0,0.3555,-0.9033,-0.1988,-0.5253,0.3444
555725,570000.00,9/1/13 0:00,,software engineer,software engineer,Engineering,Banagalore,m,4/18/91 0:00,89.12,state board,2009,73.3,state board,1866,2,B.Tech/B.E.,information technology,76.23,1866,1,Karnataka,2013,640,630,575,0.983749967,635,0,0,0,0,0,0,-0.0154,0.3789,0.3174,-0.2344,0.2889
211455,435000.00,3/1/12 0:00,,systems engineer,system engineer,Engineering,Hyderabad,m,4/4/90 0:00,88,state board,2007,97.2,state board,495,2,B.Tech/B.E.,computer science,73.95,495,1,Telangana,2011,495,495,575,0.983749967,635,0,0,0,0,0,0,-0.7264,1.1248,0.3817,-1.1128,0.5024
1077269,380000.00,2/1/14 0:00,4/1/15 0:00,systems engineer,system engineer,Engineering,Bhubaneshwar,m,8/16/90 0:00,78.2,cbse,2009,68.2,cbse,7685,2,B.Tech/B.E.,chemical engineering,76,7685,1,West Bengal,2013,615,545,520,0,635,0,0,0,0,0,0,1.4208,0.7119,0.9322,-1.6289,0.4805
48029,500000.00,12/1/10 0:00,,senior software engineer,senior software engineer,Engineering,Jaipur,m,12/20/88 0:00,86.17,state board,2006,78.6,cbse,2857,1,B.Tech/B.E.,computer science,73.34,2857,1,Rajasthan,2010,505,495,695,0.987207086,645,0,0,0,0,0,0,-1.4992,0.5008,0.2366,0.6498,0.6603
344277,240000.00,10/1/13 0:00,6/1/14 0:00,research associate,research associate,Research,NCR,m,1/1/91 0:00,85.2,cbse,2008,74.6,cbse,48,1,B.Tech/B.E.,computer science,65.65,48,1,Delhi,2012,665,565,565,0.987207086,645,0,0,0,0,0,0,-0.881,0.8518,0.5994,-0.29027,-0.2875
644569,280000.00,2/1/13 0:00,10/1/14 0:00,data analyst,data analyst,Tech,,m,12/21/90 0:00,78,cbse,2008,76,cbse,6907,2,B.Tech/B.E.,computer science,65,6907,0,Haryana,2012,675,570,825,0.987207086,645,0,0,0,0,0,0,-0.0154,-0.7866,-2.2954,-0.3612,-1.4356
337629,300000.00,4/1/13 0:00,4/1/15 0:00,java developer,software engineer,Engineering,Coimbatore,f,9/10/90 0:00,93.5,,2008,95.3,,3076,2,B.Tech/B.E.,computer science,92.3,3076,0,Tamil Nadu,2012,415,575,405,0.987207086,645,0,0,0,0,0,0,-0.5719,1.0858,-0.9245,0.06223,0.1864
325412,3500000.00,1/1/13 0:00,10/1/14 0:00,assistant system engineer,assistant system engineer,Engineering,Pune,f,8/7/90 0:00,76.8,,2009,85.36,,7172,2,B.Tech/B.E.,computer science,69,7172,0,Maharashtra,2012,454,585,325,0.987207086,645,0,0,0,0,0,0,0.1623,0.3448,-0.344,-0.17277,0.6603
588871,650000.00,7/1/12 0:00,9/1/14 0:00,application developer,software engineer,Engineering,Banagalore,m,8/20/90 0:00,70.5,state board,2007,82.8,state board,70,2,B.Tech/B.E.,computer science,67.52,70,0,Uttar Pradesh,2012,555,645,620,0.987207086,645,0,0,0,0,0,0,-0.159,-0.1206,-0.1437,0.1459,-0.0943
1113188,300000.00,12/1/14 0:00,,programmer analyst,programmer analyst,Tech,Pune,f,9/17/91 0:00,93.3,state board,2010,84,cbse,2925,2,B.Tech/B.E.,computer science,78.2,2925,0,Haryana,2014,455,360,450,0.987207086,645,0,0,0,0,0,0,0.5591,0.8784,0.1637,0.9066,1.247
1034766,330000.00,9/1/14 0:00,,software engineer,software engineer,Engineering,Mumbai,m,7/7/92 0:00,86,icse,2010,71,icse,7827,2,B.Tech/B.E.,computer science,70.82,7827,0,Uttar Pradesh,2014,545,625,545,0.987207086,645,0,0,0,0,0,0,-1.1644,0.7119,0.4711,-0.4879,-0.8608
634352,450000.00,7/1/13 0:00,4/1/15 0:00,software engineer,software engineer,Engineering,NCR,f,4/4/90 0:00,83.6,cbse,2008,74,cbse,55,2,B.Tech/B.E.,information technology,71,55,0,Uttar Pradesh,2013,615,595,720,0.987207086,645,0,0,0,0,0,0,-0.7335,0.0459,0.6248,-0.6147,0.2889
211252,495000.00,3/1/12 0:00,4/1/15 0:00,systems engineer,system engineer,Engineering,Mumbai,m,7/23/88 0:00,83,state board,2005,88,state board,495,2,MCA,computer application,82,495,1,Telangana,2011,535,505,515,0.987207086,645,0,0,0,0,0,0,0.6646,0.1888,-0.0537,-0.6428,-0.2875
276911,410000.00,1/1/12 0:00,,system engineer,system engineer,Engineering,NCR,m,7/13/89 0:00,77.5,state board,2007,77.38,state board,2927,2,B.Tech/B.E.,computer science,75.66,2927,1,Rajasthan,2011,525,585,575,0.987207086,645,0,0,0,0,0,0,-1.9629,0.9688,0.3817,-0.2902,-0.1295
606946,350000.00,10/1/14 0:00,,software engineer,software engineer,Engineering,,m,1/19/92 0:00,91.68,state board,2009,69.16,state board,9159,2,B.Tech/B.E.,information technology,66,9159,1,Karnataka,2013,555,610,590,0.987207086,645,0,0,0,0,0,0,-0.5899,0.0459,0.7785,-0.995,-0.0943
212055,550000.00,7/1/13 0:00,4/1/14 0:00,software engineer,software engineer,Engineering,Banagalore,m,7/22/89 0:00,69.16,state board,2006,65.66,state board,278,1,M.Tech./M.E.,computer science,77.5,278,0,Uttar Pradesh,2013,395,435,645,0.990008757,655,0,0,0,0,0,0,-0.5719,0.5008,-0.4891,0.4148,-1.2354
598171,550000.00,7/1/13 0:00,,software engineer,software engineer,Engineering,NCR,m,11/15/90 0:00,85.4,cbse,2008,81.6,cbse,400,1,B.Tech/B.E.,information technology,81.8,400,0,Madhya Pradesh,2013,515,685,635,0.990008757,655,0,0,0,0,0,0,0.5591,1.2114,1.7007,1.5404,1.0554
48107,4000000.00,7/1/10 0:00,3/1/15 0:00,senior software engineer,senior software engineer,Engineering,NCR,m,9/9/87 0:00,90.83,state board,2005,88.77,state board,2857,1,B.Tech/B.E.,computer science,72.6,2857,1,Rajasthan,2010,675,685,585,0.990008757,655,0,0,0,0,0,0,-0.7264,0.0328,-1.6502,-0.8778,-0.1295
582313,420000.00,10/1/13 0:00,,system engineer,system engineer,Engineering,Chandigarh,m,5/4/91 0:00,84.3,cbse,2009,86,cbse,8195,1,B.Tech/B.E.,computer science,80.4,8195,1,Delhi,2013,675,620,635,0.990008757,655,0,0,0,0,0,0,-0.4463,0.2124,0.3174,0.2727,0.4805
112449,715000.00,1/1/11 0:00,,systems engineer,system engineer,Engineering,Ahmedabad,m,2/28/89 0:00,83.43,state board,2006,73.4,state board,999,2,B.Tech/B.E.,computer science,76.99,999,0,Gujarat,2010,565,615,515,0.990008757,655,0,0,0,0,0,0,-1.4992,-1.3713,-2.3759,1.1199,-0.6035
1279815,320000.00,12/1/14 0:00,,assistant system engineer,assistant system engineer,Engineering,,m,11/12/92 0:00,92.48,state board,2010,72.66,state board,16816,2,B.Tech/B.E.,computer science,64.8,16816,0,Karnataka,2014,510,510,575,0.990008757,655,0,0,0,0,0,0,-1.0208,-1.1196,-1.527,-0.1076,-2.0105
510199,770000.00,7/1/12 0:00,,engineer,engineer,Engineering,NCR,m,11/13/90 0:00,79.6,cbse,2008,87.6,cbse,4234,2,B.Tech/B.E.,computer science,79.68,4234,0,Uttar Pradesh,2012,580,670,900,0.990008757,655,0,0,0,0,0,0,-1.1901,-0.1232,-0.344,0.1798,-0.2875
636907,380000.00,3/1/14 0:00,,system engineer,system engineer,Engineering,NCR,m,2/15/91 0:00,81.4,cbse,2009,82.8,cbse,4501,2,B.Tech/B.E.,computer science,73.5,4501,0,Uttar Pradesh,2013,465,580,680,0.990008757,655,0,0,0,0,0,0,-0.8772,-1.1196,0.3174,1.0333,-0.0943
941955,300000.00,4/1/14 0:00,,software developer,software engineer,Engineering,Chandigarh,m,9/13/90 0:00,75,state board,2008,67,state board,272,2,MCA,computer application,72,272,0,Punjab,2014,545,535,445,0.990008757,655,0,0,0,0,0,0,-2.457,0.0459,0.3174,1.2869,-0.4776
817070,525000.00,3/1/14 0:00,,programmer,software engineer,Engineering,Ratnagiri,m,6/5/89 0:00,77.86,state board,2006,64.33,state board,4795,2,M.Tech./M.E.,computer science,70,4795,0,Maharashtra,2013,590,555,590,0.990008757,655,0,0,0,0,0,0,-1.4517,-1.1196,0.6248,1.794,-0.0943
328621,430000.00,12/1/12 0:00,,system engineer,system engineer,Engineering,Banagalore,m,7/30/90 0:00,89.12,,2008,74.33,,1866,2,B.Tech/B.E.,computer science,77.89,1866,1,Karnataka,2012,505,585,645,0.990008757,655,0,0,0,0,0,0,0.9737,1.5538,-1.0334,-1.58287,-0.2875
114636,560000.00,8/1/10 0:00,,senior .net developer,senior software engineer,Engineering,Cochin,m,2/4/88 0:00,72.4,cbse,2006,73.6,cbse,3971,2,B.Tech/B.E.,computer science,71.54,3971,1,Kerala,2010,575,545,505,0.990008757,655,0,0,0,0,0,0,-0.7264,0.6568,-0.7794,-0.5253,-2.0253
1238094,145000.00,11/1/09 0:00,7/1/11 0:00,assistant programmer,assistant software engineer,Engineering,,m,9/9/90 0:00,59.57,state board,2007,55,state board,272,2,M.Tech./M.E.,computer science,88,272,0,Punjab,2015,395,540,535,0.992259189,665,0,0,0,0,0,0,0.4155,-0.4536,-1.8344,-0.8682,-0.0943
295835,505000.00,8/1/11 0:00,4/1/15 0:00,senior .net developer,senior software engineer,Engineering,Pune,m,11/22/89 0:00,86,state board,2007,83.8,cbse,5400,2,B.Tech/B.E.,information technology,71.4,5400,0,Madhya Pradesh,2011,445,675,655,0.992259189,665,0,0,0,0,0,0,0.51,0.6568,-1.6502,-0.2902,-0.7615
654826,380000.00,3/1/14 0:00,,system engineer,system engineer,Engineering,Chennai,m,6/1/92 0:00,88,state board,2009,90.03,state board,13423,2,B.Tech/B.E.,computer science,79.52,13423,0,Tamil Nadu,2013,485,655,735,0.992259189,665,0,0,0,0,0,0,-0.5899,-1.4526,-1.2196,-0.7415,-1.0524
765378,410000.00,8/1/13 0:00,,software developer,software engineer,Engineering,Banagalore,m,7/27/92 0:00,84.33,state board,2009,93.8,state board,13994,2,B.Tech/B.E.,computer science,73.7,13994,0,Andhra Pradesh,2013,405,475,855,0.992259189,665,0,0,0,0,0,0,0.1282,-0.6201,-0.2974,-1.7556,-0.6692
530470,275000.00,4/1/14 0:00,,software engineer,software engineer,Engineering,NCR,m,7/7/92 0:00,53.8,cbse,2009,59.6,cbse,11759,2,B.Tech/B.E.,information technology,80.68,11759,0,Uttarakhand,2013,425,560,370,0.992259189,665,0,0,0,0,0,0,-1.6924,0.8128,0.0914,1.5018,-0.4455
1171130,325000.00,1/1/15 0:00,,software engineer,software engineer,Engineering,NCR,m,3/21/92 0:00,80.6,cbse,2010,80.6,cbse,28,2,B.Tech/B.E.,computer science,70.3,28,1,Delhi,2014,475,460,570,0.992259189,665,0,0,0,0,0,0,-2.0262,-0.7866,0.01,-0.2344,-1.0524
552307,450000.00,7/1/13 0:00,3/1/15 0:00,software developer,software engineer,Engineering,,m,2/2/91 0:00,86,icse,2008,73,icse,121,1,B.Tech/B.E.,information technology,66.6,121,0,Gujarat,2013,745,640,825,0.994050872,675,0,0,0,0,0,0,-0.5899,1.2114,-0.6048,0.1459,0.4805
608841,1030000.00,7/1/13 0:00,,senior software developer,senior software engineer,Engineering,Banagalore,f,1/9/91 0:00,91.2,cbse,2009,84.8,cbse,285,1,B.Tech/B.E.,computer science,92,285,0,Punjab,2013,615,585,765,0.994050872,675,0,0,0,0,0,0,-0.159,0.5454,0.4711,-1.5021,-1.0524
598081,560000.00,7/1/13 0:00,,application developer,software engineer,Engineering,Hyderabad,m,4/21/92 0:00,85.8,cbse,2009,90.6,cbse,400,1,B.Tech/B.E.,computer science,76.8,400,0,Madhya Pradesh,2013,625,715,645,0.994050872,675,0,0,0,0,0,0,-0.3027,0.8784,0.4711,-1.1218,1.0554
1024199,240000.00,1/1/14 0:00,,senior software engineer,senior software engineer,Engineering,,m,11/5/89 0:00,67.33,state board,2008,64,state board,11872,1,MCA,computer application,80,11872,0,Chhattisgarh,2014,465,495,450,0.994050872,675,0,0,0,0,0,0,0.2718,-0.7866,0.6248,0.5262,-1.244
440338,550000.00,6/1/12 0:00,,software engineer,software engineer,Engineering,,m,12/27/90 0:00,78.4,cbse,2008,83,cbse,35,1,B.Tech/B.E.,computer science,77,35,1,Delhi,2012,375,595,585,0.994050872,675,0,0,0,0,0,0,-0.5332,-0.2793,-0.7794,1.4136,-0.6035
52752,650000.00,6/1/13 0:00,2/1/14 0:00,technology analyst,technology analyst,Tech,Jaipur,m,10/25/88 0:00,83.46,state board,2006,74,state board,13372,2,M.Tech./M.E.,computer science,83.2,13372,0,Rajasthan,2013,545,555,554,0.994050872,675,0,0,0,0,0,0,-2.7357,1.2808,1.1074,-1.8179,-0.9194
539169,495000.00,2/1/13 0:00,,automation engineer,automation engineer,Engineering,,m,3/27/91 0:00,85.5,,2008,92.5,,3026,2,B.Tech/B.E.,information technology,68.17,3026,1,Telangana,2012,675,670,680,0.994050872,675,0,0,0,0,0,0,0.9737,0.8518,-0.7068,-0.9953,-0.6035
190981,550000.00,7/1/11 0:00,7/1/13 0:00,software engineer,software engineer,Engineering,,m,11/18/89 0:00,94.6,icse,2006,83,cbse,11157,1,B.Tech/B.E.,computer science,84,11157,0,Jharkhand,2011,695,625,725,0.995464719,685,0,0,0,0,0,0,-1.1901,0.3448,-1.9405,-0.7603,0.0284
262440,460000.00,6/1/11 0:00,5/1/13 0:00,systems administrator,system administrator,Tech,Pune,m,2/7/88 0:00,78,icse,2006,83,icse,8637,1,B.Tech/B.E.,computer science,81.8,8637,0,Jammu and Kashmir,2011,715,535,635,0.995464719,685,0,0,0,0,0,0,-0.5719,0.9688,0.672,-0.5253,-0.6035
342044,420000.00,7/1/12 0:00,7/1/14 0:00,systems engineer,system engineer,Engineering,,m,10/8/89 0:00,75,cbse,2007,84,cbse,2563,2,B.Tech/B.E.,computer science,83.86,2563,0,Uttarakhand,2012,625,575,725,0.995464719,685,0,0,0,0,0,0,-0.4173,0.0328,-2.1219,-1.34787,0.1864
336792,410000.00,2/1/13 0:00,,programmer analyst,programmer analyst,Tech,Hyderabad,m,10/6/90 0:00,91.5,,2008,95.5,,3076,2,B.Tech/B.E.,computer science,93,3076,0,Tamil Nadu,2012,595,605,535,0.995464719,685,0,0,0,0,0,0,0.51,1.1248,0.5269,0.00353,0.1864
683018,480000.00,1/1/13 0:00,,software engineer,software engineer,Engineering,NCR,m,5/12/89 0:00,65.2,cbse,2008,62.2,cbse,100,2,B.Tech/B.E.,information technology,75.6,100,0,Haryana,2012,425,620,665,0.995464719,685,0,0,0,0,0,0,1.1336,0.0459,1.2396,-0.4879,-0.0943
53587,430000.00,11/1/10 0:00,,senior software engineer,senior software engineer,Engineering,Pune,m,6/4/89 0:00,88.53,state board,2006,82.33,state board,477,2,B.Tech/B.E.,computer science,60,477,1,Maharashtra,2010,575,575,665,0.995464719,685,0,0,0,0,0,0,0.6646,0.0328,-0.9245,-2.1704,0.5024
999212,300000.00,3/1/14 0:00,,software engineer,software engineer,Engineering,Banagalore,m,6/4/91 0:00,84,icse,2009,72,cbse,8432,2,B.Tech/B.E.,computer science,83.8,8432,1,West Bengal,2013,770,460,465,0.995464719,685,0,0,0,0,0,0,0.1282,0.5454,1.2396,-0.6147,0.8637
242100,35000.00,3/1/12 0:00,,systems engineer,system engineer,Engineering,NCR,m,11/24/89 0:00,88,icse,2007,80.4,cbse,6884,2,B.Tech/B.E.,computer science,87.65,6884,0,West Bengal,2011,565,645,615,0.996570552,695,0,0,0,0,0,0,0.2009,0.0328,-0.9245,0.2973,-0.1295
230113,650000.00,11/1/11 0:00,,technology analyst,technology analyst,Tech,Hyderabad,m,1/19/89 0:00,88,cbse,2006,81.4,cbse,1390,2,B.Tech/B.E.,computer science,75.57,1390,0,Uttar Pradesh,2011,705,625,625,0.997427833,705,0,0,0,0,0,0,0.51,1.2808,0.0914,-0.7603,0.5024
212902,600000.00,8/1/11 0:00,1/1/15 0:00,programmer analyst,programmer analyst,Tech,Chennai,m,5/3/90 0:00,88.18,,2007,90.33,,4968,2,B.Tech/B.E.,computer science,70,4968,1,Tamil Nadu,2011,685,715,645,0.998086557,715,0,0,0,0,0,0,-2.1175,-0.5913,-2.2308,0.8848,-1.0774
98335,480000.00,7/1/13 0:00,,assistant manager,assistant manager,Management,Jaipur,m,11/27/88 0:00,74.14,state board,2005,66.62,state board,165,2,B.Tech/B.E.,computer science,62.56,165,1,Rajasthan,2010,545,645,625,0.998086557,715,0,0,0,0,0,0,-1.3447,-0.4353,-1.9405,-0.9953,0.0284
